municipality_code,municipality_name,period,population_estimated
3151800,Poços de Caldas - MG,2024,171533.0
3151909,Pocrane - MG,2024,8468.0
3152006,Pompéu - MG,2024,32305.0
3152105,Ponte Nova - MG,2024,59569.0
3152131,Ponto Chique - MG,2024,3807.0
3152170,Ponto dos Volantes - MG,2024,11077.0
3152204,Porteirinha - MG,2024,38668.0
3152303,Porto Firme - MG,2024,10825.0
3152402,Poté - MG,2024,13751.0
3152501,Pouso Alegre - MG,2024,160751.0
3152600,Pouso Alto - MG,2024,6755.0
3152709,Prados - MG,2024,9327.0
3152808,Prata - MG,2024,29578.0
3152907,Pratápolis - MG,2024,8551.0
3153004,Pratinha - MG,2024,3673.0
3153103,Presidente Bernardes - MG,2024,4883.0
3153202,Presidente Juscelino - MG,2024,3493.0
3153301,Presidente Kubitschek - MG,2024,3154.0
3153400,Presidente Olegário - MG,2024,19177.0
3153509,Alto Jequitibá - MG,2024,8596.0
3153608,Prudente de Morais - MG,2024,11940.0
3153707,Quartel Geral - MG,2024,3237.0
3153806,Queluzito - MG,2024,1800.0
3153905,Raposos - MG,2024,16735.0
3154002,Raul Soares - MG,2024,23882.0
3154101,Recreio - MG,2024,11337.0
3154150,Reduto - MG,2024,8170.0
3154200,Resende Costa - MG,2024,11520.0
3154309,Resplendor - MG,2024,17612.0
3154408,Ressaquinha - MG,2024,4641.0
3154457,Riachinho - MG,2024,6890.0
3154507,Riacho dos Machados - MG,2024,8886.0
3154606,Ribeirão das Neves - MG,2024,344828.0
3154705,Ribeirão Vermelho - MG,2024,4201.0
3154804,Rio Acima - MG,2024,10626.0
3154903,Rio Casca - MG,2024,12921.0
3155009,Rio Doce - MG,2024,2542.0
3155108,Rio do Prado - MG,2024,4679.0
3155207,Rio Espera - MG,2024,5479.0
3155306,Rio Manso - MG,2024,5727.0
3155405,Rio Novo - MG,2024,8689.0
3155504,Rio Paranaíba - MG,2024,15143.0
3155603,Rio Pardo de Minas - MG,2024,29123.0
3155702,Rio Piracicaba - MG,2024,15001.0
3155801,Rio Pomba - MG,2024,17856.0
3155900,Rio Preto - MG,2024,5240.0
3156007,Rio Vermelho - MG,2024,12815.0
3156106,Ritápolis - MG,2024,5115.0
3156205,Rochedo de Minas - MG,2024,2363.0
3156304,Rodeiro - MG,2024,9064.0
3156403,Romaria - MG,2024,3440.0
3156452,Rosário da Limeira - MG,2024,4896.0
3156502,Rubelita - MG,2024,5572.0
3156601,Rubim - MG,2024,10575.0
3156700,Sabará - MG,2024,134286.0
3156809,Sabinópolis - MG,2024,14382.0
3156908,Sacramento - MG,2024,27891.0
3157005,Salinas - MG,2024,41641.0
3157104,Salto da Divisa - MG,2024,6164.0
3157203,Santa Bárbara - MG,2024,31756.0
3157252,Santa Bárbara do Leste - MG,2024,8737.0
3157278,Santa Bárbara do Monte Verde - MG,2024,3199.0
3157302,Santa Bárbara do Tugúrio - MG,2024,4262.0
3157336,Santa Cruz de Minas - MG,2024,8321.0
3157377,Santa Cruz de Salinas - MG,2024,3944.0
3157401,Santa Cruz do Escalvado - MG,2024,4743.0
3157500,Santa Efigênia de Minas - MG,2024,4067.0
3157609,Santa Fé de Minas - MG,2024,3551.0
3157658,Santa Helena de Minas - MG,2024,6059.0
3157708,Santa Juliana - MG,2024,16568.0
3157807,Santa Luzia - MG,2024,229483.0
3157906,Santa Margarida - MG,2024,16903.0
3158003,Santa Maria de Itabira - MG,2024,10716.0
3158102,Santa Maria do Salto - MG,2024,4803.0
3158201,Santa Maria do Suaçuí - MG,2024,12898.0
3158300,Santana da Vargem - MG,2024,6781.0
3158409,Santana de Cataguases - MG,2024,3553.0
3158508,Santana de Pirapama - MG,2024,7079.0
3158607,Santana do Deserto - MG,2024,3819.0
3158706,Santana do Garambéu - MG,2024,2175.0
3158805,Santana do Jacaré - MG,2024,4265.0
3158904,Santana do Manhuaçu - MG,2024,9236.0
3158953,Santana do Paraíso - MG,2024,48286.0
3159001,Santana do Riacho - MG,2024,5579.0
3159100,Santana dos Montes - MG,2024,3507.0
3159209,Santa Rita de Caldas - MG,2024,8588.0
3159308,Santa Rita de Jacutinga - MG,2024,4836.0
3159357,Santa Rita de Minas - MG,2024,6952.0
3159407,Santa Rita de Ibitipoca - MG,2024,3344.0
3159506,Santa Rita do Itueto - MG,2024,5973.0
3159605,Santa Rita do Sapucaí - MG,2024,42320.0
3159704,Santa Rosa da Serra - MG,2024,3476.0
3159803,Santa Vitória - MG,2024,21745.0
3159902,Santo Antônio do Amparo - MG,2024,17651.0
3160009,Santo Antônio do Aventureiro - MG,2024,3881.0
3160108,Santo Antônio do Grama - MG,2024,4342.0
3160207,Santo Antônio do Itambé - MG,2024,3979.0
3160306,Santo Antônio do Jacinto - MG,2024,10397.0
3160405,Santo Antônio do Monte - MG,2024,28358.0
3160454,Santo Antônio do Retiro - MG,2024,6743.0
3160504,Santo Antônio do Rio Abaixo - MG,2024,1853.0
3160603,Santo Hipólito - MG,2024,2720.0
3160702,Santos Dumont - MG,2024,43392.0
3160801,São Bento Abade - MG,2024,4835.0
3160900,São Brás do Suaçuí - MG,2024,4133.0
3160959,São Domingos das Dores - MG,2024,5778.0
3161007,São Domingos do Prata - MG,2024,17771.0
3161056,São Félix de Minas - MG,2024,3252.0
3161106,São Francisco - MG,2024,54239.0
3161205,São Francisco de Paula - MG,2024,6293.0
3161304,São Francisco de Sales - MG,2024,5857.0
3161403,São Francisco do Glória - MG,2024,4866.0
3161502,São Geraldo - MG,2024,10517.0
3161601,São Geraldo da Piedade - MG,2024,3258.0
3161650,São Geraldo do Baixio - MG,2024,3175.0
3161700,São Gonçalo do Abaeté - MG,2024,7521.0
3161809,São Gonçalo do Pará - MG,2024,12192.0
3161908,São Gonçalo do Rio Abaixo - MG,2024,12353.0
3162005,São Gonçalo do Sapucaí - MG,2024,24480.0
3162104,São Gotardo - MG,2024,43309.0
3162203,São João Batista do Glória - MG,2024,7912.0
3162252,São João da Lagoa - MG,2024,4950.0
3162302,São João da Mata - MG,2024,3000.0
3162401,São João da Ponte - MG,2024,24269.0
3162450,São João das Missões - MG,2024,13467.0
3162500,São João del Rei - MG,2024,94062.0
3162559,São João do Manhuaçu - MG,2024,11614.0
3162575,São João do Manteninha - MG,2024,5468.0
3162609,São João do Oriente - MG,2024,7139.0
3162658,São João do Pacuí - MG,2024,4052.0
3162708,São João do Paraíso - MG,2024,24604.0
3162807,São João Evangelista - MG,2024,15617.0
3162906,São João Nepomuceno - MG,2024,26478.0
3162922,São Joaquim de Bicas - MG,2024,36496.0
3162948,São José da Barra - MG,2024,8084.0
3162955,São José da Lapa - MG,2024,27710.0
3163003,São José da Safira - MG,2024,3861.0
3163102,São José da Varginha - MG,2024,4677.0
3163201,São José do Alegre - MG,2024,4242.0
3163300,São José do Divino - MG,2024,3501.0
3163409,São José do Goiabal - MG,2024,5492.0
3163508,São José do Jacuri - MG,2024,6298.0
3163607,São José do Mantimento - MG,2024,2834.0
3163706,São Lourenço - MG,2024,46653.0
3163805,São Miguel do Anta - MG,2024,6430.0
3163904,São Pedro da União - MG,2024,4979.0
3164001,São Pedro dos Ferros - MG,2024,7194.0
3164100,São Pedro do Suaçuí - MG,2024,5166.0
3164209,São Romão - MG,2024,10553.0
3164308,São Roque de Minas - MG,2024,7341.0
3164407,São Sebastião da Bela Vista - MG,2024,6694.0
3164431,São Sebastião da Vargem Alegre - MG,2024,3219.0
3164472,São Sebastião do Anta - MG,2024,6386.0
3164506,São Sebastião do Maranhão - MG,2024,10244.0
3164605,São Sebastião do Oeste - MG,2024,9355.0
3164704,São Sebastião do Paraíso - MG,2024,74742.0
3164803,São Sebastião do Rio Preto - MG,2024,1248.0
3164902,São Sebastião do Rio Verde - MG,2024,2373.0
3165008,São Tiago - MG,2024,11517.0
3165107,São Tomás de Aquino - MG,2024,6853.0
3165206,São Tomé das Letras - MG,2024,7089.0
3165305,São Vicente de Minas - MG,2024,6935.0
3165404,Sapucaí-Mirim - MG,2024,6462.0
3165503,Sardoá - MG,2024,5164.0
3165537,Sarzedo - MG,2024,39327.0
3165552,Setubinha - MG,2024,10032.0
3165560,Sem-Peixe - MG,2024,2441.0
3165578,Senador Amaral - MG,2024,6458.0
3165602,Senador Cortes - MG,2024,2319.0
3165701,Senador Firmino - MG,2024,7945.0
3165800,Senador José Bento - MG,2024,2137.0
3165909,Senador Modestino Gonçalves - MG,2024,4035.0
3166006,Senhora de Oliveira - MG,2024,5584.0
3166105,Senhora do Porto - MG,2024,3088.0
3166204,Senhora dos Remédios - MG,2024,10640.0
3166303,Sericita - MG,2024,7536.0
3166402,Seritinga - MG,2024,1864.0
3166501,Serra Azul de Minas - MG,2024,3829.0
3166600,Serra da Saudade - MG,2024,854.0
3166709,Serra dos Aimorés - MG,2024,6936.0
3166808,Serra do Salitre - MG,2024,12210.0
3166907,Serrania - MG,2024,7802.0
3166956,Serranópolis de Minas - MG,2024,4496.0
3167004,Serranos - MG,2024,2035.0
3167103,Serro - MG,2024,22550.0
3167202,Sete Lagoas - MG,2024,237931.0
3167301,Silveirânia - MG,2024,2391.0
3167400,Silvianópolis - MG,2024,6336.0
3167509,Simão Pereira - MG,2024,3060.0
3167608,Simonésia - MG,2024,20339.0
3167707,Sobrália - MG,2024,5175.0
3167806,Soledade de Minas - MG,2024,5733.0
3167905,Tabuleiro - MG,2024,4098.0
3168002,Taiobeiras - MG,2024,34392.0
3168051,Taparuba - MG,2024,3492.0
3168101,Tapira - MG,2024,4212.0
3168200,Tapiraí - MG,2024,1707.0
3168309,Taquaraçu de Minas - MG,2024,4368.0
3168408,Tarumirim - MG,2024,15072.0
3168507,Teixeiras - MG,2024,12634.0
3168606,Teófilo Otoni - MG,2024,142571.0
3168705,Timóteo - MG,2024,84087.0
3168804,Tiradentes - MG,2024,8008.0
3168903,Tiros - MG,2024,8172.0
3169000,Tocantins - MG,2024,16574.0
3169059,Tocos do Moji - MG,2024,3899.0
3169109,Toledo - MG,2024,7541.0
3169208,Tombos - MG,2024,8699.0
3169307,Três Corações - MG,2024,78079.0
3169356,Três Marias - MG,2024,29927.0
3169406,Três Pontas - MG,2024,57086.0
3169505,Tumiritinga - MG,2024,5973.0
3169604,Tupaciguara - MG,2024,26482.0
3169703,Turmalina - MG,2024,20650.0
3169802,Turvolândia - MG,2024,5078.0
3169901,Ubá - MG,2024,107222.0
3170008,Ubaí - MG,2024,11977.0
3170057,Ubaporanga - MG,2024,13423.0
3170107,Uberaba - MG,2024,354142.0
3170206,Uberlândia - MG,2024,754954.0
3170305,Umburatiba - MG,2024,2742.0
3170404,Unaí - MG,2024,90724.0
3170438,União de Minas - MG,2024,3848.0
3170479,Uruana de Minas - MG,2024,3360.0
3170503,Urucânia - MG,2024,10875.0
3170529,Urucuia - MG,2024,18291.0
3170578,Vargem Alegre - MG,2024,5834.0
3170602,Vargem Bonita - MG,2024,2206.0
3170651,Vargem Grande do Rio Pardo - MG,2024,4727.0
3170701,Varginha - MG,2024,142802.0
3170750,Varjão de Minas - MG,2024,7243.0
3170800,Várzea da Palma - MG,2024,34639.0
3170909,Varzelândia - MG,2024,19214.0
3171006,Vazante - MG,2024,20433.0
3171030,Verdelândia - MG,2024,7770.0
3171071,Veredinha - MG,2024,5257.0
3171105,Veríssimo - MG,2024,3480.0
3171154,Vermelho Novo - MG,2024,5034.0
3171204,Vespasiano - MG,2024,136826.0
3171303,Viçosa - MG,2024,79221.0
3171402,Vieiras - MG,2024,3780.0
3171501,Mathias Lobato - MG,2024,3069.0
3171600,Virgem da Lapa - MG,2024,11867.0
3171709,Virgínia - MG,2024,9142.0
3171808,Virginópolis - MG,2024,10519.0
3171907,Virgolândia - MG,2024,4530.0
3172004,Visconde do Rio Branco - MG,2024,40608.0
3172103,Volta Grande - MG,2024,4473.0
3172202,Wenceslau Braz - MG,2024,2387.0
3200102,Afonso Cláudio - ES,2024,32446.0
3200136,Águia Branca - ES,2024,10124.0
3200169,Água Doce do Norte - ES,2024,12559.0
3200201,Alegre - ES,2024,30744.0
3200300,Alfredo Chaves - ES,2024,14373.0
3200359,Alto Rio Novo - ES,2024,7747.0
3200409,Anchieta - ES,2024,32584.0
3200508,Apiacá - ES,2024,7474.0
3200607,Aracruz - ES,2024,102410.0
3200706,Atílio Vivácqua - ES,2024,11013.0
3200805,Baixo Guandu - ES,2024,32694.0
3200904,Barra de São Francisco - ES,2024,45250.0
3201001,Boa Esperança - ES,2024,14079.0
3201100,Bom Jesus do Norte - ES,2024,10764.0
3201159,Brejetuba - ES,2024,13642.0
3201209,Cachoeiro de Itapemirim - ES,2024,198323.0
3201308,Cariacica - ES,2024,375485.0
3201407,Castelo - ES,2024,39396.0
3201506,Colatina - ES,2024,128622.0
3201605,Conceição da Barra - ES,2024,28953.0
3201704,Conceição do Castelo - ES,2024,12448.0
3201803,Divino de São Lourenço - ES,2024,5359.0
3201902,Domingos Martins - ES,2024,37972.0
3202009,Dores do Rio Preto - ES,2024,6885.0
3202108,Ecoporanga - ES,2024,22670.0
3202207,Fundão - ES,2024,18824.0
3202256,Governador Lindenberg - ES,2024,11467.0
3202306,Guaçuí - ES,2024,31290.0
3202405,Guarapari - ES,2024,134944.0
3202454,Ibatiba - ES,2024,27308.0
3202504,Ibiraçu - ES,2024,12261.0
3202553,Ibitirama - ES,2024,9973.0
3202603,Iconha - ES,2024,12793.0
3202652,Irupi - ES,2024,14513.0
3202702,Itaguaçu - ES,2024,14065.0
3202801,Itapemirim - ES,2024,43362.0
3202900,Itarana - ES,2024,10984.0
3203007,Iúna - ES,2024,30444.0
3203056,Jaguaré - ES,2024,31232.0
3203106,Jerônimo Monteiro - ES,2024,12079.0
3203130,João Neiva - ES,2024,14391.0
3203163,Laranja da Terra - ES,2024,11572.0
3203205,Linhares - ES,2024,181912.0
3203304,Mantenópolis - ES,2024,13173.0
3203320,Marataízes - ES,2024,45418.0
3203346,Marechal Floriano - ES,2024,18743.0
3203353,Marilândia - ES,2024,13014.0
3203403,Mimoso do Sul - ES,2024,25179.0
3203502,Montanha - ES,2024,19752.0
3203601,Mucurici - ES,2024,5660.0
3203700,Muniz Freire - ES,2024,18811.0
3203809,Muqui - ES,2024,14213.0
3203908,Nova Venécia - ES,2024,52084.0
3204005,Pancas - ES,2024,19270.0
3204054,Pedro Canário - ES,2024,22048.0
3204104,Pinheiros - ES,2024,24825.0
3204203,Piúma - ES,2024,23682.0
3204252,Ponto Belo - ES,2024,6696.0
3204302,Presidente Kennedy - ES,2024,14647.0
3204351,Rio Bananal - ES,2024,20229.0
3204401,Rio Novo do Sul - ES,2024,11479.0
3204500,Santa Leopoldina - ES,2024,13747.0
3204559,Santa Maria de Jetibá - ES,2024,45062.0
3204609,Santa Teresa - ES,2024,23796.0
3204658,São Domingos do Norte - ES,2024,9008.0
3204708,São Gabriel da Palha - ES,2024,34210.0
3204807,São José do Calçado - ES,2024,11373.0
3204906,São Mateus - ES,2024,133359.0
3204955,São Roque do Canaã - ES,2024,11271.0
3205002,Serra - ES,2024,572274.0
3205010,Sooretama - ES,2024,28453.0
3205036,Vargem Alta - ES,2024,20353.0
3205069,Venda Nova do Imigrante - ES,2024,25168.0
3205101,Viana - ES,2024,78442.0
3205150,Vila Pavão - ES,2024,9298.0
3205176,Vila Valério - ES,2024,14263.0
3205200,Vila Velha - ES,2024,502899.0
3205309,Vitória - ES,2024,342800.0
3300100,Angra dos Reis - RJ,2024,179120.0
3300159,Aperibé - RJ,2024,11420.0
3300209,Araruama - RJ,2024,137773.0
3300225,Areal - RJ,2024,12236.0
3300233,Armação dos Búzios - RJ,2024,42442.0
3300258,Arraial do Cabo - RJ,2024,32794.0
3300308,Barra do Piraí - RJ,2024,98501.0
3300407,Barra Mansa - RJ,2024,181688.0
3300456,Belford Roxo - RJ,2024,518263.0
3300506,Bom Jardim - RJ,2024,29736.0
3300605,Bom Jesus do Itabapoana - RJ,2024,37172.0
3300704,Cabo Frio - RJ,2024,238166.0
3300803,Cachoeiras de Macacu - RJ,2024,59837.0
3300902,Cambuci - RJ,2024,15070.0
3300936,Carapebus - RJ,2024,14325.0
3300951,Comendador Levy Gasparian - RJ,2024,9044.0
3301009,Campos dos Goytacazes - RJ,2024,519011.0
3301108,Cantagalo - RJ,2024,19996.0
3301157,Cardoso Moreira - RJ,2024,13403.0
3301207,Carmo - RJ,2024,17740.0
3301306,Casimiro de Abreu - RJ,2024,48563.0
3301405,Conceição de Macabu - RJ,2024,21769.0
3301504,Cordeiro - RJ,2024,21444.0
3301603,Duas Barras - RJ,2024,11354.0
3301702,Duque de Caxias - RJ,2024,866347.0
3301801,Engenheiro Paulo de Frontin - RJ,2024,12648.0
3301850,Guapimirim - RJ,2024,54300.0
3301876,Iguaba Grande - RJ,2024,29577.0
3301900,Itaboraí - RJ,2024,240040.0
3302007,Itaguaí - RJ,2024,123980.0
3302056,Italva - RJ,2024,14517.0
3302106,Itaocara - RJ,2024,23643.0
3302205,Itaperuna - RJ,2024,107246.0
3302254,Itatiaia - RJ,2024,32694.0
3302270,Japeri - RJ,2024,102149.0
3302304,Laje do Muriaé - RJ,2024,7584.0
3302403,Macaé - RJ,2024,264138.0
3302452,Macuco - RJ,2024,5601.0
3302502,Magé - RJ,2024,244092.0
3302601,Mangaratiba - RJ,2024,43624.0
3302700,Maricá - RJ,2024,211986.0
3302809,Mendes - RJ,2024,18049.0
3302858,Mesquita - RJ,2024,178803.0
3302908,Miguel Pereira - RJ,2024,28123.0
3303005,Miracema - RJ,2024,28411.0
3303104,Natividade - RJ,2024,15550.0
3303203,Nilópolis - RJ,2024,155544.0
3303302,Niterói - RJ,2024,516720.0
3303401,Nova Friburgo - RJ,2024,203328.0
3303500,Nova Iguaçu - RJ,2024,843046.0
3303609,Paracambi - RJ,2024,43656.0
3303708,Paraíba do Sul - RJ,2024,44467.0
3303807,Paraty - RJ,2024,47614.0
3303856,Paty do Alferes - RJ,2024,31345.0
3303906,Petrópolis - RJ,2024,294983.0
3303955,Pinheiral - RJ,2024,25085.0
3304003,Piraí - RJ,2024,29054.0
3304102,Porciúncula - RJ,2024,17832.0
3304110,Porto Real - RJ,2024,21064.0
3304128,Quatis - RJ,2024,14158.0
3304144,Queimados - RJ,2024,149093.0
3304151,Quissamã - RJ,2024,23126.0
3304201,Resende - RJ,2024,137612.0
3304300,Rio Bonito - RJ,2024,59113.0
3304409,Rio Claro - RJ,2024,17950.0
3304508,Rio das Flores - RJ,2024,9264.0
3304524,Rio das Ostras - RJ,2024,168099.0
3304557,Rio de Janeiro - RJ,2024,6729894.0
3304607,Santa Maria Madalena - RJ,2024,10579.0
3304706,Santo Antônio de Pádua - RJ,2024,43686.0
3304755,São Francisco de Itabapoana - RJ,2024,47368.0
3304805,São Fidélis - RJ,2024,41197.0
3304904,São Gonçalo - RJ,2024,960652.0
3305000,São João da Barra - RJ,2024,38708.0
3305109,São João de Meriti - RJ,2024,466536.0
3305133,São José de Ubá - RJ,2024,7315.0
3305158,São José do Vale do Rio Preto - RJ,2024,22799.0
3305208,São Pedro da Aldeia - RJ,2024,110556.0
3305307,São Sebastião do Alto - RJ,2024,7999.0
3305406,Sapucaia - RJ,2024,18289.0
3305505,Saquarema - RJ,2024,95201.0
3305554,Seropédica - RJ,2024,84737.0
3305604,Silva Jardim - RJ,2024,22026.0
3305703,Sumidouro - RJ,2024,15690.0
3305752,Tanguá - RJ,2024,32858.0
3305802,Teresópolis - RJ,2024,176692.0
3305901,Trajano de Moraes - RJ,2024,10652.0
3306008,Três Rios - RJ,2024,82300.0
3306107,Valença - RJ,2024,71462.0
3306156,Varre-Sai - RJ,2024,10559.0
3306206,Vassouras - RJ,2024,35904.0
3306305,Volta Redonda - RJ,2024,279898.0
3500105,Adamantina - SP,2024,35642.0
3500204,Adolfo - SP,2024,4478.0
3500303,Aguaí - SP,2024,32888.0
3500402,Águas da Prata - SP,2024,7470.0
3500501,Águas de Lindóia - SP,2024,18245.0
3500550,Águas de Santa Bárbara - SP,2024,7407.0
3500600,Águas de São Pedro - SP,2024,2829.0
3500709,Agudos - SP,2024,38879.0
3500758,Alambari - SP,2024,6330.0
3500808,Alfredo Marcondes - SP,2024,4556.0
3500907,Altair - SP,2024,3479.0
3501004,Altinópolis - SP,2024,17156.0
3501103,Alto Alegre - SP,2024,3883.0
3501152,Alumínio - SP,2024,17591.0
3501202,Álvares Florence - SP,2024,3978.0
3501301,Álvares Machado - SP,2024,28250.0
3501400,Álvaro de Carvalho - SP,2024,4896.0
3501509,Alvinlândia - SP,2024,2923.0
3501608,Americana - SP,2024,246655.0
3501707,Américo Brasiliense - SP,2024,33757.0
3501806,Américo de Campos - SP,2024,5975.0
3501905,Amparo - SP,2024,69717.0
3502002,Analândia - SP,2024,4684.0
3502101,Andradina - SP,2024,61473.0
3502200,Angatuba - SP,2024,24512.0
3502309,Anhembi - SP,2024,5766.0
3502408,Anhumas - SP,2024,4108.0
3502507,Aparecida - SP,2024,33223.0
3502606,Aparecida d'Oeste - SP,2024,4124.0
3502705,Apiaí - SP,2024,24886.0
3502754,Araçariguama - SP,2024,22168.0
3502804,Araçatuba - SP,2024,207775.0
3502903,Araçoiaba da Serra - SP,2024,33656.0
3503000,Aramina - SP,2024,5526.0
3503109,Arandu - SP,2024,7050.0
3503158,Arapeí - SP,2024,2355.0
3503208,Araraquara - SP,2024,252318.0
3503307,Araras - SP,2024,135331.0
3503356,Arco-Íris - SP,2024,2085.0
3503406,Arealva - SP,2024,8280.0
3503505,Areias - SP,2024,3625.0
3503604,Areiópolis - SP,2024,10257.0
3503703,Ariranha - SP,2024,7653.0
3503802,Artur Nogueira - SP,2024,53157.0
3503901,Arujá - SP,2024,89943.0
3503950,Aspásia - SP,2024,1873.0
3504008,Assis - SP,2024,104642.0
3504107,Atibaia - SP,2024,166043.0
3504206,Auriflama - SP,2024,13873.0
3504305,Avaí - SP,2024,4519.0
3504404,Avanhandava - SP,2024,11438.0
3504503,Avaré - SP,2024,96098.0
3504602,Bady Bassitt - SP,2024,28909.0
3504701,Balbinos - SP,2024,3963.0
3504800,Bálsamo - SP,2024,9854.0
3504909,Bananal - SP,2024,10109.0
3505005,Barão de Antonina - SP,2024,3618.0
3505104,Barbosa - SP,2024,5659.0
3505203,Bariri - SP,2024,32405.0
3505302,Barra Bonita - SP,2024,35159.0
3505351,Barra do Chapéu - SP,2024,5256.0
3505401,Barra do Turvo - SP,2024,6922.0
3505500,Barretos - SP,2024,126600.0
3505609,Barrinha - SP,2024,33181.0
3505708,Barueri - SP,2024,330339.0
3505807,Bastos - SP,2024,21900.0
3505906,Batatais - SP,2024,59873.0
3506003,Bauru - SP,2024,391740.0
3506102,Bebedouro - SP,2024,78210.0
3506201,Bento de Abreu - SP,2024,2642.0
3506300,Bernardino de Campos - SP,2024,11852.0
3506359,Bertioga - SP,2024,66873.0
3506409,Bilac - SP,2024,7455.0
3506508,Birigui - SP,2024,122988.0
3506607,Biritiba Mirim - SP,2024,30526.0
3506706,Boa Esperança do Sul - SP,2024,13135.0
3506805,Bocaina - SP,2024,11467.0
3506904,Bofete - SP,2024,10688.0
3507001,Boituva - SP,2024,63415.0
3507100,Bom Jesus dos Perdões - SP,2024,22501.0
3507159,Bom Sucesso de Itararé - SP,2024,3610.0
3507209,Borá - SP,2024,928.0
3507308,Boracéia - SP,2024,4823.0
3507407,Borborema - SP,2024,14415.0
3507456,Borebi - SP,2024,2787.0
3507506,Botucatu - SP,2024,150442.0
3507605,Bragança Paulista - SP,2024,184634.0
3507704,Braúna - SP,2024,5466.0
3507753,Brejo Alegre - SP,2024,2605.0
3507803,Brodowski - SP,2024,26167.0
3507902,Brotas - SP,2024,24423.0
3508009,Buri - SP,2024,20674.0
3508108,Buritama - SP,2024,17597.0
3508207,Buritizal - SP,2024,4447.0
3508306,Cabrália Paulista - SP,2024,4362.0
3508405,Cabreúva - SP,2024,48473.0
3508504,Caçapava - SP,2024,99678.0
3508603,Cachoeira Paulista - SP,2024,32482.0
3508702,Caconde - SP,2024,17266.0
3508801,Cafelândia - SP,2024,16905.0
3508900,Caiabu - SP,2024,3745.0
3509007,Caieiras - SP,2024,98257.0
3509106,Caiuá - SP,2024,5585.0
3509205,Cajamar - SP,2024,97363.0
3509254,Cajati - SP,2024,29257.0
3509304,Cajobi - SP,2024,9232.0
3509403,Cajuru - SP,2024,24217.0
3509452,Campina do Monte Alegre - SP,2024,6077.0
3509502,Campinas - SP,2024,1185977.0
3509601,Campo Limpo Paulista - SP,2024,79663.0
3509700,Campos do Jordão - SP,2024,47983.0
3509809,Campos Novos Paulista - SP,2024,4991.0
3509908,Cananéia - SP,2024,12489.0
3509957,Canas - SP,2024,5049.0
3510005,Cândido Mota - SP,2024,30172.0
3510104,Cândido Rodrigues - SP,2024,2951.0
3510153,Canitar - SP,2024,6524.0
3510203,Capão Bonito - SP,2024,47403.0
3510302,Capela do Alto - SP,2024,23597.0
3510401,Capivari - SP,2024,51318.0
3510500,Caraguatatuba - SP,2024,141084.0
3510609,Carapicuíba - SP,2024,398462.0
3510708,Cardoso - SP,2024,11491.0
3510807,Casa Branca - SP,2024,28786.0
3510906,Cássia dos Coqueiros - SP,2024,2855.0
3511003,Castilho - SP,2024,20418.0
3511102,Catanduva - SP,2024,119172.0
3511201,Catiguá - SP,2024,7105.0
3511300,Cedral - SP,2024,13160.0
3511409,Cerqueira César - SP,2024,22076.0
3511508,Cerquilho - SP,2024,46217.0
3511607,Cesário Lange - SP,2024,19588.0
3511706,Charqueada - SP,2024,15798.0
3511904,Clementina - SP,2024,7087.0
3512001,Colina - SP,2024,18842.0
3512100,Colômbia - SP,2024,6781.0
3512209,Conchal - SP,2024,29034.0
3512308,Conchas - SP,2024,15381.0
3512407,Cordeirópolis - SP,2024,25130.0
3512506,Coroados - SP,2024,5498.0
3512605,Coronel Macedo - SP,2024,4295.0
3512704,Corumbataí - SP,2024,4285.0
3512803,Cosmópolis - SP,2024,61204.0
3512902,Cosmorama - SP,2024,8968.0
3513009,Cotia - SP,2024,287004.0
3513108,Cravinhos - SP,2024,34252.0
3513207,Cristais Paulista - SP,2024,9543.0
3513306,Cruzália - SP,2024,2129.0
3513405,Cruzeiro - SP,2024,76513.0
3513504,Cubatão - SP,2024,115082.0
3513603,Cunha - SP,2024,22456.0
3513702,Descalvado - SP,2024,32622.0
3513801,Diadema - SP,2024,404118.0
3513850,Dirce Reis - SP,2024,1641.0
3513900,Divinolândia - SP,2024,11314.0
3514007,Dobrada - SP,2024,8958.0
3514106,Dois Córregos - SP,2024,24855.0
3514205,Dolcinópolis - SP,2024,2250.0
3514304,Dourado - SP,2024,8186.0
3514403,Dracena - SP,2024,46664.0
3514502,Duartina - SP,2024,12529.0
3514601,Dumont - SP,2024,9719.0
3514700,Echaporã - SP,2024,6295.0
3514809,Eldorado - SP,2024,13162.0
3514908,Elias Fausto - SP,2024,18103.0
3514924,Elisiário - SP,2024,3189.0
3514957,Embaúba - SP,2024,2353.0
3515004,Embu das Artes - SP,2024,259323.0
3515103,Embu-Guaçu - SP,2024,68805.0
3515129,Emilianópolis - SP,2024,3062.0
3515152,Engenheiro Coelho - SP,2024,20139.0
3515186,Espírito Santo do Pinhal - SP,2024,40681.0
3515194,Espírito Santo do Turvo - SP,2024,4217.0
3515202,Estrela d'Oeste - SP,2024,9655.0
3515301,Estrela do Norte - SP,2024,2749.0
3515350,Euclides da Cunha Paulista - SP,2024,7928.0
3515400,Fartura - SP,2024,16984.0
3515509,Fernandópolis - SP,2024,73286.0
3515608,Fernando Prestes - SP,2024,6066.0
3515657,Fernão - SP,2024,1689.0
3515707,Ferraz de Vasconcelos - SP,2024,185622.0
3515806,Flora Rica - SP,2024,1492.0
3515905,Floreal - SP,2024,2756.0
3516002,Flórida Paulista - SP,2024,13171.0
